type	journal	pubmed
Journal Article	BMJ (Clinical research ed.)	28835468
Journal Article	BMJ (Clinical research ed.)	28835412
Journal Article	BMJ open	28835410
Journal Article	The New England journal of medicine	28834489
Journal Article	The New England journal of medicine	28834488
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28834483
Journal Article	The New England journal of medicine	28834481
Journal Article	The New England journal of medicine	28834480
Journal Article	The New England journal of medicine	28834479
Journal Article	The New England journal of medicine	28834470
Journal Article	The New England journal of medicine	28834469
c("Journal Article", "Review")	The New England journal of medicine	28834467
Journal Article	JAMA	28832871
c("Journal Article", "Review")	Lancet (London, England)	28831996
c("Journal Article", "Review")	Lancet (London, England)	28831995
c("Journal Article", "Review")	Lancet (London, England)	28831994
Journal Article	Lancet (London, England)	28831993
Journal Article	Lancet (London, England)	28831992
Journal Article	Lancet (London, England)	28831985
Journal Article	Lancet (London, England)	28831984
Journal Article	Lancet (London, England)	28831983
Journal Article	Lancet (London, England)	28831982
Journal Article	Lancet (London, England)	28831981
Journal Article	BMJ open	28830870
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28829884
Journal Article	JAMA	28829883
Journal Article	JAMA	28829882
Journal Article	JAMA	28829880
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28829877
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	JAMA	28829876
Journal Article	JAMA	28829875
Journal Article	JAMA	28829874
Journal Article	JAMA	28829873
Journal Article	JAMA	28829872
Journal Article	JAMA	28829871
Journal Article	JAMA	28829863
Journal Article	JAMA	28829862
Journal Article	JAMA	28829860
Journal Article	JAMA	28829858
Journal Article	JAMA	28829857
Journal Article	JAMA	28829856
Journal Article	JAMA	28829855
Journal Article	JAMA	28829850
Journal Article	JAMA	28828469
Journal Article	JAMA	28828468
Journal Article	BMJ (Clinical research ed.)	28827390
Journal Article	BMJ open	28827278
Journal Article	BMJ open	28827277
Journal Article	BMJ open	28827276
Journal Article	BMJ open	28827275
Journal Article	BMJ open	28827274
Journal Article	BMJ open	28827273
Journal Article	BMJ open	28827272
Journal Article	BMJ open	28827271
Journal Article	BMJ open	28827270
Journal Article	BMJ open	28827269
Journal Article	BMJ open	28827268
Journal Article	BMJ open	28827267
Journal Article	BMJ open	28827266
Journal Article	BMJ open	28827265
Journal Article	BMJ open	28827264
Journal Article	BMJ open	28827263
Journal Article	BMJ open	28827262
Journal Article	BMJ open	28827261
Journal Article	BMJ open	28827260
Journal Article	BMJ open	28827259
Journal Article	BMJ open	28827258
Journal Article	BMJ open	28827257
Journal Article	BMJ open	28827256
Journal Article	BMJ open	28827255
Journal Article	BMJ open	28827254
Journal Article	BMJ open	28827253
Journal Article	BMJ open	28827252
Journal Article	BMJ open	28827251
Journal Article	BMJ open	28827250
Journal Article	BMJ open	28827249
Journal Article	BMJ open	28827248
Journal Article	BMJ open	28827247
Journal Article	BMJ open	28827246
Journal Article	BMJ open	28827245
Journal Article	BMJ open	28827244
Journal Article	BMJ open	28827243
Journal Article	BMJ open	28827242
Journal Article	BMJ open	28827241
Journal Article	BMJ open	28827240
Journal Article	BMJ open	28827239
Journal Article	BMJ open	28827238
Journal Article	BMJ open	28827237
Journal Article	BMJ open	28827236
Journal Article	BMJ open	28827235
Journal Article	BMJ open	28827234
Journal Article	BMJ open	28827233
Journal Article	BMJ open	28827232
Journal Article	BMJ open	28827231
Journal Article	BMJ open	28827230
Journal Article	BMJ open	28827229
Journal Article	BMJ open	28827228
c("Journal Article", "Review")	The Lancet. Infectious diseases	28827144
Journal Article	The Lancet. Infectious diseases	28827143
Journal Article	The Lancet. Infectious diseases	28827142
Journal Article	The Lancet. Neurology	28826869
Journal Article	The lancet. Gastroenterology &amp; hepatology	28826627
Journal Article	The lancet. Gastroenterology &amp; hepatology	28826626
Journal Article	The Lancet. Haematology	28826617
Journal Article	The Lancet. Haematology	28826616
Journal Article	The Lancet. Oncology	28826592
Journal Article	The Lancet. Oncology	28826591
Journal Article	The Lancet. Oncology	28826590
Journal Article	The Lancet. Infectious diseases	28826589
Journal Article	The Lancet. Infectious diseases	28826588
Journal Article	Lancet (London, England)	28823495
Journal Article	Lancet (London, England)	28823494
Journal Article	The Lancet. Respiratory medicine	28822789
Journal Article	The Lancet. Respiratory medicine	28822787
Journal Article	The Lancet. Infectious diseases	28822782
c("Journal Article", "Review")	The Lancet. Infectious diseases	28822781
Journal Article	The Lancet. Infectious diseases	28822780
Journal Article	Lancet (London, England)	28822577
Journal Article	Lancet (London, England)	28822576
Journal Article	BMJ open	28821530
Journal Article	BMJ open	28821529
Journal Article	BMJ open	28821528
Journal Article	BMJ open	28821527
Journal Article	BMJ open	28821526
Journal Article	BMJ open	28821525
Journal Article	BMJ open	28821524
Journal Article	BMJ open	28821523
Journal Article	BMJ open	28821522
Journal Article	BMJ open	28821521
Journal Article	BMJ open	28821520
Journal Article	BMJ open	28821519
Journal Article	BMJ open	28821518
Journal Article	BMJ open	28821517
Journal Article	BMJ open	28821516
Journal Article	BMJ open	28821515
Journal Article	BMJ open	28821514
Journal Article	BMJ open	28821513
Journal Article	BMJ open	28821512
Journal Article	BMJ open	28821511
Journal Article	BMJ open	28821510
Journal Article	BMJ open	28821509
Journal Article	BMJ open	28821508
Journal Article	BMJ open	28821507
Journal Article	BMJ (Clinical research ed.)	28821488
Journal Article	Lancet (London, England)	28821409
Journal Article	Lancet (London, England)	28821408
Journal Article	BMJ open	28819069
Journal Article	BMJ open	28819068
Journal Article	BMJ open	28819067
Journal Article	BMJ (Clinical research ed.)	28819063
Journal Article	BMJ (Clinical research ed.)	28819030
Journal Article	BMJ (Clinical research ed.)	28818974
Journal Article	BMJ (Clinical research ed.)	28818967
c("Journal Article", "Multicenter Study")	The Lancet. Infectious diseases	28818546
Journal Article	The Lancet. Infectious diseases	28818545
Journal Article	The Lancet. Infectious diseases	28818544
Journal Article	The Lancet. Infectious diseases	28818543
Journal Article	The Lancet. Infectious diseases	28818542
Journal Article	The Lancet. Infectious diseases	28818541
c("Journal Article", "Review")	Lancet (London, England)	28818521
Journal Article	The lancet. Gastroenterology &amp; hepatology	28818518
Journal Article	The lancet. Gastroenterology &amp; hepatology	28818517
Journal Article	Lancet (London, England)	28816128
Journal Article	Lancet (London, England)	28816127
Journal Article	Lancet (London, England)	28816126
Journal Article	The lancet. Psychiatry	28816122
c("Journal Article", "Meta-Analysis", "Review")	The Lancet. Neurology	28816120
c("Journal Article", "Review")	The Lancet. Neurology	28816119
c("Journal Article", "Review")	The Lancet. Neurology	28816118
Journal Article	The Lancet. Neurology	28816117
Journal Article	The Lancet. Neurology	28816116
Journal Article	The Lancet. Neurology	28816114
Journal Article	BMJ open	28814584
Journal Article	BMJ open	28814583
Journal Article	BMJ (Clinical research ed.)	28814566
Journal Article	BMJ (Clinical research ed.)	28814564
Journal Article	BMJ (Clinical research ed.)	28814563
Journal Article	BMJ (Clinical research ed.)	28814561
Journal Article	BMJ (Clinical research ed.)	28814560
Journal Article	BMJ (Clinical research ed.)	28814559
Journal Article	BMJ (Clinical research ed.)	28814557
Journal Article	BMJ (Clinical research ed.)	28814436
Journal Article	The Medical journal of Australia	28814226
Journal Article	The Medical journal of Australia	28814225
Journal Article	The Medical journal of Australia	28814224
Journal Article	The Medical journal of Australia	28814223
Journal Article	The Medical journal of Australia	28814222
Journal Article	The Medical journal of Australia	28814221
Journal Article	The Medical journal of Australia	28814220
c("Journal Article", "Review")	The Medical journal of Australia	28814219
Journal Article	The Medical journal of Australia	28814218
Journal Article	The Medical journal of Australia	28814217
Journal Article	The Medical journal of Australia	28814216
Journal Article	The Medical journal of Australia	28814215
Journal Article	The Medical journal of Australia	28814214
Journal Article	The Medical journal of Australia	28814213
Journal Article	The Medical journal of Australia	28814212
Journal Article	The Medical journal of Australia	28814211
Journal Article	The Medical journal of Australia	28814210
Journal Article	The Medical journal of Australia	28814209
Journal Article	The Medical journal of Australia	28814208
Journal Article	The Medical journal of Australia	28814207
Journal Article	The Medical journal of Australia	28814206
c("Journal Article", "Meta-Analysis", "Review")	The Medical journal of Australia	28814204
Journal Article	The New England journal of medicine	28813228
c("Journal Article", "Review")	The New England journal of medicine	28813225
Journal Article	The New England journal of medicine	28813224
Journal Article	The New England journal of medicine	28813221
Journal Article	The New England journal of medicine	28813220
Journal Article	The New England journal of medicine	28813219
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28813218
Journal Article	The New England journal of medicine	28813217
Journal Article	The New England journal of medicine	28813215
c("Journal Article", "Multicenter Study", "Randomized Controlled Trial")	The New England journal of medicine	28813214
Journal Article	The New England journal of medicine	28813211
Journal Article	The New England journal of medicine	28813210
Journal Article	BMJ (Clinical research ed.)	28811291
Journal Article	BMJ (Clinical research ed.)	28811288
Journal Article	BMJ (Clinical research ed.)	28811277
Journal Article	JAMA	28810033
Journal Article	JAMA	28810032
Journal Article	JAMA	28810031
c("Journal Article", "Review")	JAMA	28810029
Journal Article	JAMA	28810028
c("Journal Article", "Randomized Controlled Trial")	JAMA	28810024
Journal Article	JAMA	28810023
Journal Article	JAMA	28810022
Journal Article	JAMA	28810011
Journal Article	JAMA	28810009
Journal Article	JAMA	28810008
Journal Article	JAMA	28810007
Journal Article	JAMA	28810006
Journal Article	BMJ open	28808040
Journal Article	BMJ (Clinical research ed.)	28807925
c("Journal Article", "Review")	BMJ (Clinical research ed.)	28807894
Journal Article	The Lancet. Neurology	28807669
c("Journal Article", "Review")	The Lancet. Infectious diseases	28807628
Journal Article	The Lancet. Infectious diseases	28807627
Journal Article	The Lancet. Infectious diseases	28807626
Journal Article	The Lancet. Haematology	28807617
